qid1,qid2,label,wid1,cid1,wid2,cid2
S112232,S101259,1,W109077 W100091 W103791 W107878 W104740,C101806 C100332 C101836 C101968 C102125 C101061 C100064 C101642 C101318 C100887,W102947 W105563 W103546 W104806 W106503,C101719 C101590 C100611 C102158 C102058 C102125 C101039 C100417 C101642 C101318 C100882 C100915 C102239
S126058,S104589,1,W106320 W102055 W102193 W104238 W106350 W102627 W101707 W100773 W103438 W104416,C100589 C100600 C102226 C100137 C100599 C101865 C100003 C101061 C101618 C100165 C101529 C100393 C102208 C100113 C101350,W100914 W107170 W102193 W106320 W100997 W102055 W104416,C100376 C101061 C101618 C100291 C101643 C100114 C102226 C100589 C100099 C101613 C100600 C101350
S116119,S123243,1,W101106 W103948 W104806,C100376 C101061 C101618 C101295 C100409 C100114 C101176 C101357 C100882 C100915,W107298 W100971 W100914 W109079 W100714 W104806,C101295 C100409 C100114 C100252 C100376 C101061 C101618 C101981 C101642 C100710 C100882 C100915
S111886,S120655,0,W102371 W108063 W107061 W101055 W105754 W105043 W107344 W105754 W107913 W108280 W107170 W106503,C101643 C101533 C100394 C100376 C101985 C102174 C100707 C102296 C101061 C100291 C101574 C101231 C100454 C102296 C102153 C100381 C100586 C100291 C101643 C100114 C102239,W103526 W108151 W106101 W107913 W108280 W107170,C101643 C100291 C102242 C101020 C100707 C102153 C100381 C100586 C100291 C101643 C100114
S109026,S127735,0,W102848 W108280 W102219 W104416,C101579 C102058 C101295 C101405 C101168 C101429 C100586 C100691 C100743 C102147 C101350,W103059 W109139 W104864 W109509 W104740,C100339 C101295 C100114 C101295 C101405 C101168 C101429 C101000 C101192 C100743 C100633 C101642 C101318 C100887
S113941,S115421,1,W106697 W102305 W105754 W102512 W101334 W107008 W100968 W101396 W100806 W100137 W108011,C101867 C100439 C101198 C102296 C100688 C100170 C102242 C100646 C100800 C100337 C102221 C102118 C101635 C101705 C101164 C101318 C100087 C101833 C100233 C100096,W101341 W101396 W109120 W100137 W108280 W106871,C100800 C102221 C100170 C102242 C100646 C101705 C100541 C100096 C100087 C101833 C100586 C101324 C100927 C101000 C100919
S128303,S134723,0,W107170 W109538 W104309 W108143 W106755 W104456 W106503,C100291 C101643 C100114 C100919 C101197 C100993 C101719 C101562 C102119 C102226 C100882 C100233 C100479 C102239,W106161 W107040 W107170 W102193 W107498 W100455 W104416,C101970 C101816 C100291 C101643 C100114 C102226 C100313 C101736 C102028 C100174 C100591 C101477 C101350
S128303,S130862,0,W107170 W109538 W104309 W108143 W106755 W104456 W106503,C100291 C101643 C100114 C100919 C101197 C100993 C101719 C101562 C102119 C102226 C100882 C100233 C100479 C102239,W107170 W108170 W108581 W106320 W107281 W108918,C100291 C101643 C100114 C102174 C100898 C100919 C101981 C100589 C100993 C101719 C102208
S128303,S131729,1,W107170 W109538 W104309 W108143 W106755 W104456 W106503,C100291 C101643 C100114 C100919 C101197 C100993 C101719 C101562 C102119 C102226 C100882 C100233 C100479 C102239,W107170 W108185 W100323 W104806 W104309,C100291 C101643 C100114 C100262 C101263 C100882 C100915 C100993 C101719 C101562
S125247,S131729,0,W109364 W107170 W105991 W104309,C100649 C100477 C100291 C101643 C100114 C100293 C100439 C100993 C101719 C101562,W107170 W108185 W100323 W104806 W104309,C100291 C101643 C100114 C100262 C101263 C100882 C100915 C100993 C101719 C101562
S104630,S126920,0,W108463 W105373 W100167 W105415 W104416,C100291 C101643 C100114 C100637 C101833 C100591 C100988 C100141 C101216 C101350,W107170 W105373 W108280 W100167 W105415 W104416 W104156,C100291 C101643 C100114 C101833 C100586 C100591 C100988 C100141 C101216 C101350 C101424
S123854,S100831,0,W107170 W103716 W108329 W106894 W105384 W106503,C100291 C101643 C100114 C101185 C101643 C100590 C102147 C100586 C101357 C101458 C101864 C102239,W108463 W100494 W107812 W100713 W100806 W103487 W107948,C100291 C101643 C100114 C100637 C100025 C100078 C100743 C100189 C100829 C102153 C101164 C101318 C100778 C100577 C102163
S103302,S100831,0,W102817 W109369 W108463 W105721 W109405 W107561 W109265 W109369 W105604 W107272,C102244 C100269 C100956 C100291 C101643 C100114 C100637 C101643 C100752 C100718 C101738 C100378 C101248 C100078 C100743 C101269 C100956 C102153 C101164,W108463 W100494 W107812 W100713 W100806 W103487 W107948,C100291 C101643 C100114 C100637 C100025 C100078 C100743 C100189 C100829 C102153 C101164 C101318 C100778 C100577 C102163
S125854,S107602,0,W100914 W105754 W103739 W108594 W103820 W108212 W102627 W100629 W107038 W109189 W104740 W106503,C100376 C101061 C101618 C102296 C100263 C102242 C100540 C102125 C101985 C101061 C101985 C102002 C101807 C101061 C101618 C101277 C102137 C100376 C101642 C101318 C100887 C102239,W108594 W108212 W102627 W108342 W107712 W104740 W107948,C102125 C101985 C101061 C101807 C101061 C101618 C101345 C102022 C101467 C100376 C101642 C101318 C100887 C102163
S124708,S131986,0,W107266 W103163 W104503 W103016 W106441 W107671 W105604 W101529 W100865 W104364 W109275 W100323 W103487,C102193 C101867 C100693 C101661 C101999 C101046 C101324 C100585 C101220 C102153 C101295 C101945 C100383 C101802 C101277 C102153 C101061 C101618 C101467 C100376 C101263 C100778 C100577,W104201 W103016 W105604 W100914 W104416 W102207 W100782 W100323,C100693 C100710 C101999 C101046 C102153 C100376 C101061 C101618 C101350 C101200 C101902 C101324 C101833 C101263
S111166,S109475,1,W103163 W107913 W101015 W100091 W107170,C101867 C102153 C100381 C100480 C100295 C100332 C100291 C101643 C100114,W106872 W104569 W101824 W101146 W103163 W107913 W109077 W100091 W107170 W101824,C101749 C101321 C101394 C101450 C102223 C101867 C102153 C100381 C101806 C100332 C100291 C101643 C100114 C101450
S126293,S132078,0,W108719 W106591 W106098 W104299 W100323 W104456,C100800 C102221 C100506 C102242 C100646 C102174 C101225 C101399 C100882 C100993 C100491 C101263 C100479,W108719 W104806 W103765 W104309 W100323 W104456,C100800 C102221 C100506 C102242 C100646 C100882 C100915 C101399 C100993 C101719 C101562 C101263 C100479
S100543,S116975,1,W103113 W106315 W109010 W105604 W103202,C101295 C100797 C100262 C101975 C100777 C102008 C100717 C102153 C101642 C101318 C100468 C100712,W102148 W109010 W105754 W102323 W109019 W108461 W105754 W105373 W101304 W103113 W105754 W105604 W103202,C100878 C101463 C102008 C100717 C102296 C101176 C101173 C100747 C100898 C101187 C101324 C100213 C102296 C101833 C101985 C100266 C101295 C100797 C100262 C102296 C102153 C101642 C101318 C100468 C100712
S114146,S116975,0,W105134 W109010 W103546 W104806,C101295 C100322 C101108 C102008 C100717 C101642 C101318 C100882 C100915,W102148 W109010 W105754 W102323 W109019 W108461 W105754 W105373 W101304 W103113 W105754 W105604 W103202,C100878 C101463 C102008 C100717 C102296 C101176 C101173 C100747 C100898 C101187 C101324 C100213 C102296 C101833 C101985 C100266 C101295 C100797 C100262 C102296 C102153 C101642 C101318 C100468 C100712
S111637,S111173,0,W106264 W109120 W101756 W105691 W101396,C100800 C102221 C100541 C100096 C100555 C100649 C101324 C102226 C101705,W106264 W102193 W105691 W105401,C100800 C102221 C102226 C101324 C102226 C100779 C101567
S111637,S101452,1,W106264 W109120 W101756 W105691 W101396,C100800 C102221 C100541 C100096 C100555 C100649 C101324 C102226 C101705,W106264 W109026 W105691 W101396 W109120 W102635,C100800 C102221 C100114 C101324 C102226 C101705 C100541 C100096 C100099 C100223
S110931,S107062,0,W100633 W102193 W103004 W106841 W104416,C102057 C100864 C101092 C101658 C100859 C102226 C101379 C101351 C100473 C102052 C101350,W109004 W103948 W103004 W106841,C100271 C101816 C100637 C101176 C101357 C101379 C101351 C100473 C102052
S124728,S121951,0,W101301 W103948 W101219,C100339 C101021 C100964 C101176 C101357 C102139 C100882,W101301 W103948 W105637,C100339 C101021 C100964 C101176 C101357 C100882 C100083
S127555,S121323,0,W100806 W105604 W108428 W104156,C101164 C101318 C102153 C100291 C101643 C100114 C102058 C102274 C100680 C100114 C101424,W100806 W105604 W101851,C101164 C101318 C102153 C101303 C101505 C100291 C101643 C100114
S128554,S121323,1,W101851 W100323 W107786,C101303 C101505 C100291 C101643 C100114 C101263 C101286 C100757,W100806 W105604 W101851,C101164 C101318 C102153 C101303 C101505 C100291 C101643 C100114
S113272,S130472,0,W107170 W100404 W106079 W107281,C100291 C101643 C100114 C100591 C101477 C100299 C101613 C100993 C101719,W104806 W107170 W100323 W106079 W105604 W107281,C100882 C100915 C100291 C101643 C100114 C101263 C100299 C101613 C102153 C100993 C101719
S113272,S120070,0,W107170 W100404 W106079 W107281,C100291 C101643 C100114 C100591 C101477 C100299 C101613 C100993 C101719,W107914 W107170 W102337,C101714 C101660 C100291 C101643 C100114 C100344 C101317
S113272,S131758,1,W107170 W100404 W106079 W107281,C100291 C101643 C100114 C100591 C101477 C100299 C101613 C100993 C101719,W108740 W104806 W107170 W102022 W103948 W105754 W106079 W106821 W107281,C100510 C102216 C101017 C100591 C101477 C100882 C100915 C100291 C101643 C100114 C101033 C101173 C101176 C101357 C102296 C100299 C101613 C101500 C100993 C101719
S133380,S105213,0,W106264 W106455 W106237 W108904 W105604 W100806 W103016,C100800 C102221 C101940 C101699 C101147 C101834 C100693 C102153 C101164 C101318 C101999 C101046,W102697 W108612 W101984 W106264 W106315 W100323,C101658 C100152 C100092 C100376 C102153 C101324 C102153 C100800 C102221 C101975 C100777 C101263
S117183,S135267,0,W106264 W107537 W103734 W106264 W104096 W108598 W106357 W105604 W108643 W100773 W104416,C100800 C102221 C101445 C100895 C100889 C100394 C100148 C100800 C102221 C100368 C101295 C100889 C100394 C100557 C102153 C100646 C102058 C101529 C100393 C101350,W103163 W101894 W106264 W107537 W105604 W108643 W105754 W105604 W100773 W100323 W104416,C101867 C100394 C100477 C100800 C102221 C101445 C100895 C100889 C100394 C102153 C100646 C102058 C102296 C102153 C101529 C100393 C101263 C101350
S112829,S135267,1,W106264 W107537 W108643 W100971 W103197 W108598 W108643 W105604 W100806 W107835,C100800 C102221 C101445 C100895 C100889 C100394 C100646 C102058 C100252 C101694 C100889 C100394 C100646 C102058 C102153 C101164 C101318 C102210 C101353,W103163 W101894 W106264 W107537 W105604 W108643 W105754 W105604 W100773 W100323 W104416,C101867 C100394 C100477 C100800 C102221 C101445 C100895 C100889 C100394 C102153 C100646 C102058 C102296 C102153 C101529 C100393 C101263 C101350
S123863,S105067,1,W100914 W108376 W106320 W101541 W105623 W104416,C100376 C101061 C101618 C101585 C101200 C100589 C101584 C100980 C100425 C101350,W100914 W101793 W102193 W105691 W106320 W100316 W104216 W101541 W106503,C100376 C101061 C101618 C100114 C100480 C101629 C102226 C101324 C102226 C100589 C101745 C101317 C100189 C101584 C100980 C102239
S131022,S105914,1,W101014 W103163 W101069 W106141 W108719 W102193 W107498 W108175 W104416,C101973 C101867 C100900 C100269 C100269 C100800 C102221 C100506 C102242 C100646 C102226 C100313 C101169 C102305 C101645 C100865 C101350,W108719 W100962 W107498 W103620,C100800 C102221 C100506 C102242 C100646 C102226 C100381 C100313 C101169 C102305
S119091,S111421,1,W104201 W105373 W102377 W106264 W104416,C100693 C100710 C101833 C100475 C101861 C100800 C102221 C101350,W106099 W102413 W105373 W100782 W104768 W106264,C100347 C100752 C101778 C102208 C101833 C101324 C101833 C101234 C101861 C100800 C102221
S133437,S116375,1,W104894 W100323 W103487,C101574 C100337 C100291 C101643 C100114 C101263 C100778 C100577,W104894 W100323 W105124 W103487 W108280 W109120,C101574 C100337 C100291 C101643 C100114 C101263 C100743 C100114 C100778 C100577 C100586 C100541 C100096
S108294,S119939,0,W102817 W103309 W108463 W109557 W106991 W105604 W103202 W106503,C102244 C100269 C101175 C100291 C101643 C100114 C100637 C101302 C101807 C100522 C100768 C102153 C101642 C101318 C100468 C100712 C102239,W107170 W109557 W106754 W105604 W103202 W106503,C100291 C101643 C100114 C101302 C101807 C102281 C101880 C102153 C101642 C101318 C100468 C100712 C102239
S108294,S122285,1,W102817 W103309 W108463 W109557 W106991 W105604 W103202 W106503,C102244 C100269 C101175 C100291 C101643 C100114 C100637 C101302 C101807 C100522 C100768 C102153 C101642 C101318 C100468 C100712 C102239,W107170 W100345 W109319 W100323 W103487,C100291 C101643 C100114 C100649 C101317 C100522 C102271 C101263 C100778 C100577
S109673,S133741,1,W106264 W105635 W103546 W102468 W101781 W100829,C100800 C102221 C101016 C101642 C101318 C101016 C101198 C101061 C100752 C101234 C100296,W106264 W105758 W100806 W100829 W109640 W101956 W107566 W101908 W101441 W100829 W104121,C100800 C102221 C100586 C100096 C101164 C101318 C101234 C100296 C100413 C100245 C102174 C100777 C101985 C101775 C101006 C100066 C101888 C101234 C100296 C101318
S109673,S125804,0,W106264 W105635 W103546 W102468 W101781 W100829,C100800 C102221 C101016 C101642 C101318 C101016 C101198 C101061 C100752 C101234 C100296,W106264 W105373 W102468 W100628 W104416,C100800 C102221 C101833 C101016 C101198 C102058 C101234 C100296 C101350
S121716,S108730,0,W106889 W107170 W100323 W106725 W100719 W105604 W100806,C100266 C101649 C100291 C101643 C100114 C101263 C101615 C100602 C100882 C100915 C101917 C100885 C102153 C101164 C101318,W108463 W102193 W101396 W108844 W104416 W105754 W107920 W104416 W105754 W108844 W107920 W105754,C100291 C101643 C100114 C100637 C102226 C101705 C101322 C102281 C101350 C102296 C100506 C100109 C101350 C102296 C101322 C102281 C100506 C100109 C102296
S100009,S129599,0,W104777 W106315 W100323 W100914 W105373 W108828 W104416,C102037 C100214 C101975 C100777 C101263 C100376 C101061 C101618 C101833 C102253 C101192 C101350,W104777 W106315 W100323 W100914 W103948 W104806,C102037 C100214 C101975 C100777 C101263 C100376 C101061 C101618 C101176 C101357 C100882 C100915
S128742,S129599,1,W100914 W104777 W100323 W104806 W104975,C100376 C101061 C101618 C102037 C100214 C101263 C100882 C100915 C101917 C101496,W104777 W106315 W100323 W100914 W103948 W104806,C102037 C100214 C101975 C100777 C101263 C100376 C101061 C101618 C101176 C101357 C100882 C100915
S120526,S130092,1,W108720 W108376 W100017 W106396 W107170 W104064 W100404 W104416 W103064,C100952 C100337 C100291 C101643 C100114 C101585 C101200 C102227 C100337 C100291 C101643 C100114 C102174 C100710 C100591 C101477 C101350 C102174,W108720 W104446 W108280 W100404 W101546 W104416,C100952 C100337 C100291 C101643 C100114 C101615 C101841 C100586 C100591 C101477 C100915 C101496 C101350
S126229,S111616,0,W103791 W107878 W101396 W100806 W102493 W108497 W107948 W106503,C101836 C101968 C102125 C101061 C100064 C101705 C101164 C101318 C100087 C102085 C102180 C102163 C102239,W103501 W108594 W104740 W107527 W107527 W106503,C101816 C101836 C100637 C102125 C101985 C101061 C101642 C101318 C100887 C101275 C101275 C102239
S119220,S111616,1,W105801 W109055 W108212 W105754 W108280 W103791 W108594 W100654 W104740 W106503,C102191 C100749 C100764 C102307 C101807 C102296 C100586 C101836 C101968 C102125 C101985 C101061 C102281 C100262 C101642 C101318 C100887 C102239,W103501 W108594 W104740 W107527 W107527 W106503,C101816 C101836 C100637 C102125 C101985 C101061 C101642 C101318 C100887 C101275 C101275 C102239
S126229,S134854,1,W103791 W107878 W101396 W100806 W102493 W108497 W107948 W106503,C101836 C101968 C102125 C101061 C100064 C101705 C101164 C101318 C100087 C102085 C102180 C102163 C102239,W103791 W107878 W101396 W100806 W109407,C101836 C101968 C102125 C101061 C100064 C101705 C101164 C101318 C100087 C100233
S117713,S118871,0,W108463 W105780 W108376 W106531 W104416,C100291 C101643 C100114 C100637 C100955 C100295 C101585 C101200 C100589 C101092 C100306 C101350,W108463 W105780 W108376 W106320 W103451 W104416 W104156,C100291 C101643 C100114 C100637 C100955 C100295 C101585 C101200 C100589 C100830 C101084 C101350 C101424
S114027,S108386,0,W108594 W103187 W100981 W100323 W104806 W105680 W102627 W100521 W106441 W105864 W104740 W106503,C102125 C101985 C101061 C101649 C101088 C100898 C101263 C100882 C100915 C100473 C101061 C101618 C101865 C101324 C100890 C100310 C101642 C101318 C100887 C102239,W108594 W108212 W104806 W105680 W102764 W101304 W100654 W104740 W106503,C102125 C101985 C101061 C101807 C100882 C100915 C100473 C100969 C101985 C100266 C102281 C100262 C101642 C101318 C100887 C102239
S114027,S127409,1,W108594 W103187 W100981 W100323 W104806 W105680 W102627 W100521 W106441 W105864 W104740 W106503,C102125 C101985 C101061 C101649 C101088 C100898 C101263 C100882 C100915 C100473 C101061 C101618 C101865 C101324 C100890 C100310 C101642 C101318 C100887 C102239,W106184 W106422 W102627 W100521 W106441 W105864,C102125 C101039 C100036 C101468 C101164 C101318 C101061 C101618 C101865 C101324 C100890 C100310
S103865,S120869,1,W109413 W100962 W103712 W105637,C101802 C102058 C100800 C102221 C102226 C100381 C100537 C101147 C100882 C100083,W109413 W108376 W107395 W104416,C101802 C102058 C100800 C102221 C101585 C101200 C100882 C101350
S112998,S120869,0,W108434 W109453 W106264 W100323 W100442 W103187 W101956 W101449 W105754 W101956 W105430 W105373 W107982 W102377 W104416,C101029 C100480 C100586 C100800 C102221 C101263 C101237 C101874 C101649 C102174 C100777 C101228 C101364 C102296 C102174 C100777 C101705 C101302 C101833 C100125 C100475 C101861 C101350,W109413 W108376 W107395 W104416,C101802 C102058 C100800 C102221 C101585 C101200 C100882 C101350
S103865,S130193,1,W109413 W100962 W103712 W105637,C101802 C102058 C100800 C102221 C102226 C100381 C100537 C101147 C100882 C100083,W106264 W102193 W103712 W105637 W104416,C100800 C102221 C102226 C100537 C101147 C100882 C100083 C101350
S101978,S130193,1,W106264 W102193 W101665 W106368 W104416,C100800 C102221 C102226 C100971 C101696 C100572 C100882 C101350,W106264 W102193 W103712 W105637 W104416,C100800 C102221 C102226 C100537 C101147 C100882 C100083 C101350
