qid1,qid2,label,wid1,cid1,wid2,cid2
S127755,S120881,1,W106264 W104670 W101880 W104160,C100800 C102221 C101996 C101699 C100753 C100091 C100249 C100772,W106264 W106455 W101880,C100800 C102221 C101940 C101699 C100753 C100091
S108094,S131307,1,W102653 W107170 W108376 W108279 W108664 W104416 W104156,C101852 C100637 C100291 C101643 C100114 C101585 C101200 C100295 C101463 C100664 C101350 C101424,W107170 W102193 W108279 W108664 W104416,C100291 C101643 C100114 C102226 C100295 C101463 C100664 C101350
S108094,S128317,0,W102653 W107170 W108376 W108279 W108664 W104416 W104156,C101852 C100637 C100291 C101643 C100114 C101585 C101200 C100295 C101463 C100664 C101350 C101424,W107170 W108376 W108145 W104416 W104156,C100291 C101643 C100114 C101585 C101200 C102018 C100083 C101350 C101424
S130444,S128317,1,W103136 W101824 W107170 W102193 W105637 W104416 W106503 W102193 W107047 W100952 W104416 W106503,C101734 C100233 C101450 C100291 C101643 C100114 C102226 C100882 C100083 C101350 C102239 C102226 C100276 C100572 C101350 C102239,W107170 W108376 W108145 W104416 W104156,C100291 C101643 C100114 C101585 C101200 C102018 C100083 C101350 C101424
S108245,S123257,0,W101478 W101575 W109212 W101037 W107395 W100914 W105754 W105866 W102930 W104309 W106503,C101613 C101475 C101404 C101879 C102146 C100716 C102090 C101428 C100704 C101849 C102142 C100882 C100376 C101061 C101618 C102296 C102174 C101020 C100006 C100506 C101286 C100993 C101719 C101562 C102239,W101206 W101824 W100914 W106441 W100799 W108376 W104416 W101824 W106987,C101786 C100233 C101450 C100376 C101061 C101618 C101324 C101705 C100087 C101585 C101200 C101350 C101450 C101574 C100845 C100845 C101574 C101970
S114438,S123257,0,W100914 W108553 W108376 W101396 W102457 W105754 W100874 W105754 W102765 W100968 W105792 W105554 W102635 W104416,C100376 C101061 C101618 C100480 C101629 C101585 C101200 C101705 C102264 C102296 C100500 C100812 C102296 C100500 C100670 C101635 C100855 C100670 C100508 C100099 C100223 C101350,W101206 W101824 W100914 W106441 W100799 W108376 W104416 W101824 W106987,C101786 C100233 C101450 C100376 C101061 C101618 C101324 C101705 C100087 C101585 C101200 C101350 C101450 C101574 C100845 C100845 C101574 C101970
S132089,S123257,1,W100914 W106441 W100799 W108376 W104416 W106503,C100376 C101061 C101618 C101324 C101705 C100087 C101585 C101200 C101350 C102239,W101206 W101824 W100914 W106441 W100799 W108376 W104416 W101824 W106987,C101786 C100233 C101450 C100376 C101061 C101618 C101324 C101705 C100087 C101585 C101200 C101350 C101450 C101574 C100845 C100845 C101574 C101970
S108245,S110140,1,W101478 W101575 W109212 W101037 W107395 W100914 W105754 W105866 W102930 W104309 W106503,C101613 C101475 C101404 C101879 C102146 C100716 C102090 C101428 C100704 C101849 C102142 C100882 C100376 C101061 C101618 C102296 C102174 C101020 C100006 C100506 C101286 C100993 C101719 C101562 C102239,W104806 W100914 W100323 W102493 W106802 W104309,C100882 C100915 C100376 C101061 C101618 C101263 C100087 C101615 C102060 C100993 C101719 C101562
S116025,S110140,0,W102817 W100914 W105373 W104770 W108553 W105813 W104416 W106503,C102244 C100269 C100376 C101061 C101618 C101833 C100518 C100467 C100480 C101629 C100321 C101492 C101350 C102239,W104806 W100914 W100323 W102493 W106802 W104309,C100882 C100915 C100376 C101061 C101618 C101263 C100087 C101615 C102060 C100993 C101719 C101562
S115491,S134788,0,W108463 W102193 W106320 W104177 W102382 W100323 W106299 W104403 W104416 W106503,C100291 C101643 C100114 C100637 C102226 C100589 C101813 C102040 C100291 C101263 C102261 C100041 C101596 C101479 C101628 C100752 C101350 C102239,W107170 W109533 W100361 W100323 W109083 W108280 W109120,C100291 C101643 C100114 C100340 C101023 C101306 C101263 C101553 C100613 C100586 C100541 C100096
S125800,S134788,1,W101851 W109533 W108484 W109083,C101303 C101505 C100291 C101643 C100114 C100340 C100527 C100678 C101553 C100613,W107170 W109533 W100361 W100323 W109083 W108280 W109120,C100291 C101643 C100114 C100340 C101023 C101306 C101263 C101553 C100613 C100586 C100541 C100096
S100525,S134788,0,W108463 W102614 W108914 W106441 W101392 W103546 W102540,C100291 C101643 C100114 C100637 C100656 C101479 C101782 C100071 C101324 C100083 C102180 C101642 C101318 C101539 C100243,W107170 W109533 W100361 W100323 W109083 W108280 W109120,C100291 C101643 C100114 C100340 C101023 C101306 C101263 C101553 C100613 C100586 C100541 C100096
S115491,S109680,1,W108463 W102193 W106320 W104177 W102382 W100323 W106299 W104403 W104416 W106503,C100291 C101643 C100114 C100637 C102226 C100589 C101813 C102040 C100291 C101263 C102261 C100041 C101596 C101479 C101628 C100752 C101350 C102239,W108463 W102193 W106320 W104403 W104416 W106503,C100291 C101643 C100114 C100637 C102226 C100589 C101479 C101628 C100752 C101350 C102239
S123907,S119058,0,W106315 W106124 W100323 W100885 W105604 W100806 W106503,C101975 C100777 C101802 C101265 C100339 C101263 C100114 C100577 C102153 C101164 C101318 C102239,W102036 W102456 W107419 W107686 W107395 W101351 W103273,C100900 C101399 C102174 C101020 C100092 C101917 C100971 C100971 C101696 C101696 C100882 C100233 C101802 C102058 C101556 C101021 C102305 C102118
S123907,S100718,1,W106315 W106124 W100323 W100885 W105604 W100806 W106503,C101975 C100777 C101802 C101265 C100339 C101263 C100114 C100577 C102153 C101164 C101318 C102239,W106124 W100323 W100885 W105604 W100806,C101802 C101265 C100339 C101263 C100114 C100577 C102153 C101164 C101318
S126790,S100718,1,W106124 W105604 W106892 W100806 W106315 W100323 W106503,C101802 C101265 C100339 C102153 C101683 C101164 C101318 C101975 C100777 C101263 C102239,W106124 W100323 W100885 W105604 W100806,C101802 C101265 C100339 C101263 C100114 C100577 C102153 C101164 C101318
S116284,S100718,0,W106124 W100323 W109026 W108581 W103004 W100806 W106503,C101802 C101265 C100339 C101263 C100114 C100919 C101981 C101379 C101351 C101164 C101318 C102239,W106124 W100323 W100885 W105604 W100806,C101802 C101265 C100339 C101263 C100114 C100577 C102153 C101164 C101318
S123907,S111305,0,W106315 W106124 W100323 W100885 W105604 W100806 W106503,C101975 C100777 C101802 C101265 C100339 C101263 C100114 C100577 C102153 C101164 C101318 C102239,W101301 W100323 W100885 W105604 W100806,C100339 C101021 C100964 C101263 C100114 C100577 C102153 C101164 C101318
S122707,S111305,1,W101301 W105604 W103202,C100339 C101021 C100964 C102153 C101642 C101318 C100468 C100712,W101301 W100323 W100885 W105604 W100806,C100339 C101021 C100964 C101263 C100114 C100577 C102153 C101164 C101318
S128251,S116347,0,W104777 W104576 W102220 W108553 W109369 W101855 W106405 W100806 W104156,C102037 C100214 C100252 C100291 C101643 C100114 C101029 C100599 C100480 C101629 C100956 C101602 C100099 C101837 C102210 C101164 C101318 C101424,W107170 W101757 W101855 W103765 W106405 W100806 W104456 W106503,C100291 C101643 C100114 C100113 C100599 C101602 C100099 C101399 C101837 C102210 C101164 C101318 C100479 C102239
S124627,S111540,1,W107283 W101206 W101824 W109077 W100091 W107170 W100971 W102272 W103546 W104806 W106503,C100506 C101494 C101786 C100233 C101450 C101806 C100332 C100291 C101643 C100114 C100252 C102125 C101039 C100417 C101642 C101318 C100882 C100915 C102239,W107170 W105265 W105268 W102272 W102239 W108212 W105042 W101741 W106982 W107395,C100291 C101643 C100114 C100271 C100637 C100480 C102125 C101039 C100417 C101285 C101336 C101807 C100023 C100993 C101575 C100882
S100784,S131051,1,W101110 W100100 W100323 W109004 W109453 W107170 W105754 W103546 W107395 W105474 W105754 W101478 W100806 W102493 W106503,C102207 C101970 C100639 C101263 C100271 C101816 C100637 C100480 C100586 C100291 C101643 C100114 C102296 C101642 C101318 C100882 C101834 C101220 C102118 C102296 C101613 C101164 C101318 C100087 C102239,W103136 W108463 W100323 W100650 W101478 W104401 W102493,C101734 C100233 C100291 C101643 C100114 C100637 C101263 C102050 C100765 C102058 C101834 C101220 C102118 C101613 C101196 C100087
S121741,S117693,1,W107170 W101396 W100323 W101230 W106357 W108280 W100806,C100291 C101643 C100114 C101705 C101263 C101639 C101964 C100557 C100586 C101164 C101318,W107170 W108376 W106320 W109013 W108055 W104416,C100291 C101643 C100114 C101585 C101200 C100589 C101354 C101964 C101148 C101350
S100574,S133607,1,W106264 W105373 W102468 W106099 W100829 W104416,C100800 C102221 C101833 C101016 C101198 C100347 C100752 C101234 C100296 C101350,W109012 W100323 W100965 W102057 W105258 W105373 W102377 W104416,C100800 C102221 C100480 C101629 C101263 C101479 C102208 C101611 C100165 C101091 C101969 C101833 C100475 C101861 C101350
S100574,S116784,1,W106264 W105373 W102468 W106099 W100829 W104416,C100800 C102221 C101833 C101016 C101198 C100347 C100752 C101234 C100296 C101350,W108280 W106264 W108598 W102377 W106264 W104416,C100586 C100800 C102221 C100889 C100394 C100475 C101861 C100800 C102221 C101350
S126122,S114764,0,W107166 W109077 W107170 W100323 W102433 W101741 W104416,C100473 C101018 C101806 C100291 C101643 C100114 C101263 C100637 C100993 C101350,W102817 W107170 W109365 W104740 W106503,C102244 C100269 C100291 C101643 C100114 C102235 C100972 C100266 C100963 C101642 C101318 C100887 C102239
S126122,S100685,1,W107166 W109077 W107170 W100323 W102433 W101741 W104416,C100473 C101018 C101806 C100291 C101643 C100114 C101263 C100637 C100993 C101350,W109586 W107170 W108280 W107281 W102433,C101147 C101018 C100291 C101643 C100114 C100586 C100993 C101719 C100637
S120162,S100685,0,W107170 W107660 W108376 W103220 W104416,C100291 C101643 C100114 C100114 C100637 C101585 C101200 C100513 C100924 C101350,W109586 W107170 W108280 W107281 W102433,C101147 C101018 C100291 C101643 C100114 C100586 C100993 C101719 C100637
S103162,S100685,0,W107170 W108280 W101741 W105684 W106427,C100291 C101643 C100114 C100586 C100993 C100506 C101553 C100682,W109586 W107170 W108280 W107281 W102433,C101147 C101018 C100291 C101643 C100114 C100586 C100993 C101719 C100637
S126122,S119556,0,W107166 W109077 W107170 W100323 W102433 W101741 W104416,C100473 C101018 C101806 C100291 C101643 C100114 C101263 C100637 C100993 C101350,W107170 W100323 W102433 W102193 W101396 W100569 W108055 W104416,C100291 C101643 C100114 C101263 C100637 C102226 C101705 C102095 C100109 C100895 C101148 C101350
S117558,S129462,1,W106889 W105043 W103398 W105754 W107913 W107170 W106503,C100266 C101649 C101061 C100291 C101859 C101043 C101859 C102296 C102153 C100381 C100291 C101643 C100114 C102239,W103130 W103733 W103347 W104947 W107341 W101984 W107170 W104456 W106503,C101441 C102102 C101061 C100291 C102207 C101043 C101071 C100818 C100818 C102247 C102156 C101984 C102156 C102153 C101324 C102153 C100291 C101643 C100114 C100479 C102239
S119386,S129462,1,W103454 W107574 W103130 W107059 W100358 W103347 W107913 W107059 W107170,C100865 C102196 C101011 C100295 C101441 C102102 C101061 C100291 C101468 C102207 C101043 C101387 C100818 C100818 C102247 C102156 C102153 C100381 C101468 C100291 C101643 C100114,W103130 W103733 W103347 W104947 W107341 W101984 W107170 W104456 W106503,C101441 C102102 C101061 C100291 C102207 C101043 C101071 C100818 C100818 C102247 C102156 C101984 C102156 C102153 C101324 C102153 C100291 C101643 C100114 C100479 C102239
S103259,S134082,0,W106841 W106357 W108280 W109120 W102802 W105234 W106503,C100473 C102052 C100557 C100586 C100541 C100096 C100031 C100743 C100577 C101380 C102239,W104806 W106841 W100323 W101273 W106357 W108280 W109120 W106503,C100882 C100915 C100473 C102052 C101263 C100473 C100087 C100557 C100586 C100541 C100096 C102239
S103259,S112376,1,W106841 W106357 W108280 W109120 W102802 W105234 W106503,C100473 C102052 C100557 C100586 C100541 C100096 C100031 C100743 C100577 C101380 C102239,W108421 W108542,C102125 C102269 C100473 C101553 C100682 C100577 C101380
S104644,S106094,0,W100576 W106099 W104768 W104416,C100800 C102221 C100114 C100590 C100995 C102116 C101629 C100347 C100752 C101234 C101861 C101350,W101183 W100576 W105373 W102468 W106099 W104678 W100951 W104416,C101802 C102058 C100800 C102221 C100114 C100590 C100995 C102116 C101629 C101833 C101016 C101198 C100347 C100752 C101234 C101861 C101871 C101864 C100637 C101350
S104644,S118407,1,W100576 W106099 W104768 W104416,C100800 C102221 C100114 C100590 C100995 C102116 C101629 C100347 C100752 C101234 C101861 C101350,W106422 W108280 W108598 W101328 W102377 W108279 W106264 W104456,C101468 C101164 C101318 C100586 C100889 C100394 C101277 C101833 C100475 C101861 C100295 C100800 C102221 C100479
S123627,S118407,0,W106422 W101894 W103793 W102398 W106264 W106462 W101215 W101396 W108910 W104456,C101468 C101164 C101318 C100394 C100477 C101703 C101061 C101606 C100800 C102221 C101568 C101324 C101315 C101705 C101011 C100502 C100479,W106422 W108280 W108598 W101328 W102377 W108279 W106264 W104456,C101468 C101164 C101318 C100586 C100889 C100394 C101277 C101833 C100475 C101861 C100295 C100800 C102221 C100479
S100604,S125065,0,W108463 W107982 W109463 W103289 W107003,C100291 C101643 C100114 C100637 C100125 C101669 C101189 C100656 C100099 C100753,W103948 W103004 W103343 W106503,C101176 C101357 C101379 C101351 C101303 C101505 C101340 C100291 C101643 C100114 C102239
S126707,S125065,1,W101851 W103948 W103004,C101303 C101505 C100291 C101643 C100114 C101176 C101357 C101379 C101351,W103948 W103004 W103343 W106503,C101176 C101357 C101379 C101351 C101303 C101505 C101340 C100291 C101643 C100114 C102239
S102898,S130157,1,W107660 W108280 W100914 W105754 W100690 W106830 W105754 W100286 W101633 W109189 W103948 W101101,C100114 C100637 C100586 C100376 C101061 C101618 C102296 C100376 C101618 C101324 C100376 C102296 C100003 C101618 C101925 C100376 C101176 C101357 C101613 C100087,W100914 W107660 W103948 W101137 W100492,C100376 C101061 C101618 C100114 C100637 C101176 C101357 C101628 C101613 C100898
S131835,S130157,0,W108280 W100914 W105754 W107154 W102976 W104870 W103221 W106986 W100968 W103202 W100968 W106503,C100586 C100376 C101061 C101618 C102296 C101615 C100020 C100969 C102153 C101463 C101654 C101187 C101685 C101985 C101778 C101635 C101642 C101318 C100468 C100712 C101635 C102239,W100914 W107660 W103948 W101137 W100492,C100376 C101061 C101618 C100114 C100637 C101176 C101357 C101628 C101613 C100898
S109652,S115949,0,W106734 W101396 W100806 W109407,C101802 C102058 C101265 C100417 C102058 C100339 C101238 C100114 C101705 C101164 C101318 C100087 C100233,W106734 W102841 W108280 W100806,C101802 C102058 C101265 C100417 C102058 C100339 C101238 C100114 C102147 C101609 C100586 C101164 C101318
S122418,S115949,0,W103948 W104806 W103273,C101176 C101357 C100882 C100915 C101802 C102058 C101556 C101021 C102305 C102118,W106734 W102841 W108280 W100806,C101802 C102058 C101265 C100417 C102058 C100339 C101238 C100114 C102147 C101609 C100586 C101164 C101318
S125305,S115949,1,W103059 W101644 W105604 W104105 W102841,C100339 C101295 C100114 C100955 C101340 C102153 C100490 C101318 C102147 C101609,W106734 W102841 W108280 W100806,C101802 C102058 C101265 C100417 C102058 C100339 C101238 C100114 C102147 C101609 C100586 C101164 C101318
S112768,S103340,1,W103163 W105604 W107170 W105754 W100802 W108922 W100091 W104740,C101867 C102153 C100291 C101643 C100114 C102296 C100591 C100753 C102154 C100332 C101642 C101318 C100887,W108463 W109468 W100714 W102193 W102009 W104474 W104156,C100291 C101643 C100114 C100637 C100644 C102285 C101642 C100710 C102226 C100732 C100205 C101647 C100644 C101424
S128837,S103340,0,W107170 W100548 W106952 W102009 W109140 W101707 W100773 W101785,C100291 C101643 C100114 C101061 C100291 C100376 C101642 C100710 C102119 C102226 C100732 C100205 C100890 C101865 C100165 C101529 C100393 C101644 C101383,W108463 W109468 W100714 W102193 W102009 W104474 W104156,C100291 C101643 C100114 C100637 C100644 C102285 C101642 C100710 C102226 C100732 C100205 C101647 C100644 C101424
S112768,S115217,0,W103163 W105604 W107170 W105754 W100802 W108922 W100091 W104740,C101867 C102153 C100291 C101643 C100114 C102296 C100591 C100753 C102154 C100332 C101642 C101318 C100887,W107170 W101304 W103108 W105604 W100806 W103487 W106503,C100291 C101643 C100114 C101985 C100266 C102134 C100678 C100262 C102153 C101164 C101318 C100778 C100577 C102239
S129720,S115217,1,W108463 W103359 W101997 W103202,C100291 C101643 C100114 C100637 C102102 C101174 C101037 C101021 C102134 C100678 C101780 C101642 C101318 C100468 C100712,W107170 W101304 W103108 W105604 W100806 W103487 W106503,C100291 C101643 C100114 C101985 C100266 C102134 C100678 C100262 C102153 C101164 C101318 C100778 C100577 C102239
S108069,S126953,0,W109461 W106422 W105373 W106315 W108449 W106503 W103546 W102540 W106503,C100291 C101643 C100114 C100290 C100114 C101468 C101164 C101318 C101833 C101975 C100777 C102263 C100262 C102239 C101642 C101318 C101539 C100243 C102239,W106907 W107170 W106031 W102193 W101396 W100806 W106503 W105691 W101396 W100806 W106503,C101836 C102106 C100291 C101643 C100114 C100290 C102118 C102226 C101705 C101164 C101318 C102239 C101324 C102226 C101705 C101164 C101318 C102239
S122477,S126953,1,W109004 W109077 W100091 W107170 W108212 W105754 W100806 W107787 W102193 W101396 W105754 W100806 W107787 W105691 W101396 W106503,C100271 C101816 C100637 C101806 C100332 C100291 C101643 C100114 C101807 C102296 C101164 C101318 C102208 C101173 C102226 C101705 C102296 C101164 C101318 C102208 C101173 C101324 C102226 C101705 C102239,W106907 W107170 W106031 W102193 W101396 W100806 W106503 W105691 W101396 W100806 W106503,C101836 C102106 C100291 C101643 C100114 C100290 C102118 C102226 C101705 C101164 C101318 C102239 C101324 C102226 C101705 C101164 C101318 C102239
S114897,S115038,1,W108594 W100323 W104204 W104806 W101572,C102125 C101985 C101061 C101263 C101807 C101340 C100882 C100915 C101831 C100166,W102817 W108594 W104204 W100714 W104320,C102244 C100269 C102125 C101985 C101061 C101807 C101340 C101642 C100710 C100609 C101192 C100882 C100915
